caller_id,question,parentintent,childintent,answer
9114124,Is this regarding your pending installation?,Account Management,Online Account Access,"No, I already had the installation. I'm having trouble creating an account and figuring out my next bill."
9114124,Are you trying to create an online account or is this regarding your internet connection?,Account Management,Online Account Access,I'm trying to create an online account.
9114124,"Should I click ""register"" or ""set up a modem"" on the welcome page?",Account Management,Online Account Access,"You should click ""register"" on the welcome page."
9114124,What error message do you see when trying to sign in to your online account?,Account Management,Online Account Access,"I see the error message ""We're sorry but one of our systems is not cooperating right now. Please try again in fifteen minutes or so."""
9114124,Are you trying to set up your connection using the app or just create an online account?,Account Management,Online Account Access,I'm just trying to create an online account.
9114124,Can you provide me the email address on file?,Account Management,Online Account Access,My email address on file is [customer's email address].
9120541,How can I make the payment?,Payments,Payment Arrangement,Please let me know how you would like to make the payment.
9120541,How long will it take for my internet to be restored after the payment?,Payments,Payment Arrangement,"Usually, it takes around one to two hours for the internet to be restored, but in my opinion, it should only take around fifteen minutes."
9120541,Can I use my Mastercard to make the payment?,Payments,Payment Arrangement,"Yes, you can use your Mastercard to make the payment."
9120541,How can I pay my internet bill?,Payments,Payment Arrangement,You can pay your internet bill over the phone.
9121077,Can you transfer me to the right department?,Payments,Others,"Yes, I will transfer you to the right department."
9121077,Can I provide my phone number for verification?,Payments,Others,"Yes, please provide your phone number for verification."
9123262,How much am I usually paying on my bill?,Account Management,Discounts and Promotions,You are usually paying around $75.00 per month.
9123262,Can you send me the terms and conditions for the promotional discount?,Account Management,Discounts and Promotions,"Yes, I can send you the terms and conditions to your email address."
9123262,Will my bill go back to what it was before?,Account Management,Discounts and Promotions,"Yes, your bill will go back to around $75.00 with the applied discount."
9123262,Why was my loyalty discount removed?,Account Management,Discounts and Promotions,Your loyalty discount was removed because it expired in November.
9123262,Can you apply the loyalty discount again?,Account Management,Discounts and Promotions,"Yes, I can try to apply the loyalty discount again for you."
9123262,What is the order number for the promotional discount?,Account Management,Discounts and Promotions,The order number for the promotional discount is 1017838821.
9125859,What other information do you need for authentication?,Account Management,To Be Identified,I also need your billing address and email.
9125859,"I don't have a cell phone, only a business phone. Can I use that?",Account Management,To Be Identified,"Yes, that's fine. What is your business phone number?"
9125859,What is my billing address and email?,Account Management,To Be Identified,"Your billing address is 47 Fourth Mayor Boulevard, Runa Graphic, North Carolina 27870. Your email is billing@nissanmurano.com."
9125859,"I'm trying to log into the control center, but it's not recognizing my email. Can you assist me?",Account Management,To Be Identified,I apologize for the inconvenience. Let me check on that for you and assist you further.
